"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"47841","CLAY CITY, IN",,"G",283,"G",1510,"G",6098,54,"CLAY CITY","IN","CLAY"
"47842","CLINTON, IN",,"H",2399,"H",32152,"H",127119,171,"CLINTON","IN","VERMILLION"
"47846","CORY, IN",,"G",24,"H",130,"H",638,7,"CORY","IN","CLAY"
"47847","DANA, IN",,"J",58,"H",570,"H",1929,17,"DANA","IN","VERMILLION"
"47848","DUGGER, IN",,"H",183,"H",1276,"H",4997,15,"DUGGER","IN","SULLIVAN"
"47849","FAIRBANKS, IN",,"G",8,"G",21,"G",101,3,"FAIRBANKS","IN","SULLIVAN"
"47850","FARMERSBURG, IN",,"G",272,"G",2278,"G",9635,35,"FARMERSBURG","IN","SULLIVAN"
"47853","HARMONY, IN",,"J",27,"G",51,"G",165,4,"HARMONY","IN","CLAY"
"47854","HILLSDALE, IN",,"H",84,"H",497,"H",2033,7,"HILLSDALE","IN","VERMILLION"
"47855","HYMERA, IN",,"H",30,"H",131,"H",560,4,"HYMERA","IN","SULLIVAN"
"47857","KNIGHTSVILLE, IN",,"J",117,"J",886,"J",3584,7,"KNIGHTSVILLE","IN","CLAY"
"47858","LEWIS, IN","A","S",0,"S",0,"S",0,4,"LEWIS","IN","VIGO"
"47859","MARSHALL, IN",,"J",93,"J",865,"H",4004,16,"MARSHALL","IN","PARKE"
"47861","MEROM, IN",,"G",19,"G",132,"G",520,5,"MEROM","IN","SULLIVAN"
"47862","MONTEZUMA, IN",,"H",117,"H",1942,"H",12438,23,"MONTEZUMA","IN","PARKE"
"47866","PIMENTO, IN","C","S",0,"S",0,"S",0,6,"PIMENTO","IN","VIGO"
"47868","POLAND, IN",,"G",61,"G",569,"G",2134,20,"POLAND","IN","OWEN"
"47872","ROCKVILLE, IN",,"G",1385,"G",9871,"G",39721,169,"ROCKVILLE","IN","PARKE"
"47874","ROSEDALE, IN",,"G",174,"G",1342,"G",6833,35,"ROSEDALE","IN","PARKE"
"47876","SAINT MARY OF THE WOODS, IN",,"J",589,"J",4389,"J",16700,9,"SAINT MARY OF THE WOODS","IN","VIGO"
"47878","SEELYVILLE, IN",,"J",17,"H",120,"H",535,4,"SEELYVILLE","IN","VIGO"
"47879","SHELBURN, IN",,"H",159,"H",1334,"G",5304,30,"SHELBURN","IN","SULLIVAN"
"47881","STAUNTON, IN",,"G",2,"J",6,"J",18,3,"STAUNTON","IN","CLAY"
"47882","SULLIVAN, IN",,"G",2585,"G",22110,"G",95825,210,"SULLIVAN","IN","SULLIVAN"
"47885","WEST TERRE HAUTE, IN",,"G",585,"H",6443,"G",22763,119,"WEST TERRE HAUTE","IN","VIGO"
"47901","LAFAYETTE, IN",,"G",3663,"G",34872,"G",143267,336,"LAFAYETTE","IN","TIPPECANOE"
"47902","LAFAYETTE, IN",,"G",535,"G",5132,"G",24713,35,"LAFAYETTE","IN","TIPPECANOE"
"47903","LAFAYETTE, IN",,"G",1838,"G",23799,"G",98366,31,"LAFAYETTE","IN","TIPPECANOE"
"47904","LAFAYETTE, IN",,"G",9119,"G",105978,"G",447035,525,"LAFAYETTE","IN","TIPPECANOE"
"47905","LAFAYETTE, IN",,"G",35387,"G",399168,"G",1614381,1323,"LAFAYETTE","IN","TIPPECANOE"
"47906","WEST LAFAYETTE, IN",,"G",11767,"G",100557,"G",393694,819,"WEST LAFAYETTE","IN","TIPPECANOE"
"47907","WEST LAFAYETTE, IN",,"G",412,"H",2667,"G",9729,18,"WEST LAFAYETTE","IN","TIPPECANOE"
"47909","LAFAYETTE, IN",,"G",6170,"G",53747,"G",223128,463,"LAFAYETTE","IN","TIPPECANOE"
"47917","AMBIA, IN","A","S",0,"S",0,"S",0,3,"AMBIA","IN","BENTON"
"47918","ATTICA, IN",,"H",1449,"H",12814,"H",54596,119,"ATTICA","IN","FOUNTAIN"
"47920","BATTLE GROUND, IN",,"G",241,"G",1544,"G",7514,36,"BATTLE GROUND","IN","TIPPECANOE"
"47921","BOSWELL, IN",,"G",105,"G",746,"G",3409,17,"BOSWELL","IN","BENTON"
"47922","BROOK, IN",,"H",361,"G",3399,"G",16389,28,"BROOK","IN","NEWTON"
"47923","BROOKSTON, IN",,"H",528,"H",4344,"H",19151,70,"BROOKSTON","IN","WHITE"
"47924","BUCK CREEK, IN",,"G",11,"J",91,"J",382,4,"BUCK CREEK","IN","TIPPECANOE"
"47925","BUFFALO, IN",,"H",62,"H",399,"H",1647,7,"BUFFALO","IN","WHITE"
"47926","BURNETTSVILLE, IN",,"J",79,"H",612,"H",2768,9,"BURNETTSVILLE","IN","WHITE"
"47928","CAYUGA, IN",,"J",511,"J",7762,"J",29506,39,"CAYUGA","IN","VERMILLION"
"47929","CHALMERS, IN",,"G",90,"G",1256,"G",4828,15,"CHALMERS","IN","WHITE"
"47930","CLARKS HILL, IN",,"J",256,"J",2574,"J",10036,10,"CLARKS HILL","IN","TIPPECANOE"
"47932","COVINGTON, IN",,"H",1276,"H",8480,"H",35010,110,"COVINGTON","IN","FOUNTAIN"
"47933","CRAWFORDSVILLE, IN",,"G",12227,"G",130275,"G",522094,704,"CRAWFORDSVILLE","IN","MONTGOMERY"
"47940","DARLINGTON, IN",,"G",58,"G",452,"G",2092,19,"DARLINGTON","IN","MONTGOMERY"
"47941","DAYTON, IN",,"J",124,"H",540,"G",2331,15,"DAYTON","IN","TIPPECANOE"
"47942","EARL PARK, IN",,"H",67,"H",778,"H",3327,12,"EARL PARK","IN","BENTON"
"47943","FAIR OAKS, IN",,"J",302,"J",2435,"J",10615,17,"FAIR OAKS","IN","JASPER"
"47944","FOWLER, IN",,"G",632,"G",4878,"G",22155,87,"FOWLER","IN","BENTON"
"47946","FRANCESVILLE, IN",,"G",471,"G",3956,"G",16114,57,"FRANCESVILLE","IN","PULASKI"
"47948","GOODLAND, IN",,"H",379,"H",3870,"H",17300,17,"GOODLAND","IN","NEWTON"
"47949","HILLSBORO, IN",,"G",79,"G",475,"G",2463,16,"HILLSBORO","IN","FOUNTAIN"
"47950","IDAVILLE, IN",,"G",50,"G",420,"G",1818,8,"IDAVILLE","IN","WHITE"
"47951","KENTLAND, IN",,"G",625,"G",5275,"G",21852,75,"KENTLAND","IN","NEWTON"
"47952","KINGMAN, IN",,"H",214,"H",1489,"H",6619,34,"KINGMAN","IN","FOUNTAIN"
"47954","LADOGA, IN",,"G",196,"G",1495,"G",6612,34,"LADOGA","IN","MONTGOMERY"
"47955","LINDEN, IN",,"J",192,"J",3112,"J",11224,16,"LINDEN","IN","MONTGOMERY"
"47957","MEDARYVILLE, IN",,"J",93,"G",449,"G",2164,26,"MEDARYVILLE","IN","PULASKI"
"47959","MONON, IN",,"H",1044,"H",9162,"H",38713,45,"MONON","IN","WHITE"
"47960","MONTICELLO, IN",,"G",4879,"G",39459,"G",162949,389,"MONTICELLO","IN","WHITE"
"47963","MOROCCO, IN",,"H",263,"H",1839,"G",6893,40,"MOROCCO","IN","NEWTON"
"47965","NEW MARKET, IN",,"J",39,"H",196,"H",851,7,"NEW MARKET","IN","MONTGOMERY"
"47966","NEWPORT, IN","C","S",0,"S",0,"S",0,8,"NEWPORT","IN","VERMILLION"
"47967","NEW RICHMOND, IN",,"G",31,"H",270,"H",1243,8,"NEW RICHMOND","IN","MONTGOMERY"
"47968","NEW ROSS, IN",,"H",52,"G",369,"G",1569,11,"NEW ROSS","IN","MONTGOMERY"
"47969","NEWTOWN, IN",,"J",16,"J",128,"J",556,3,"NEWTOWN","IN","FOUNTAIN"
"47970","OTTERBEIN, IN",,"J",301,"J",2431,"H",10329,32,"OTTERBEIN","IN","BENTON"
"47971","OXFORD, IN",,"H",216,"H",1696,"H",6809,26,"OXFORD","IN","BENTON"
"47974","PERRYSVILLE, IN",,"G",75,"G",537,"G",2775,14,"PERRYSVILLE","IN","VERMILLION"
"47975","PINE VILLAGE, IN",,"G",101,"G",824,"G",3031,14,"PINE VILLAGE","IN","WARREN"
"47977","REMINGTON, IN",,"G",1581,"G",17257,"G",77055,100,"REMINGTON","IN","JASPER"
"47978","RENSSELAER, IN",,"G",4579,"G",37523,"G",150234,326,"RENSSELAER","IN","JASPER"
"47980","REYNOLDS, IN",,"H",267,"G",2127,"H",10701,34,"REYNOLDS","IN","WHITE"
"47981","ROMNEY, IN",,"G",22,"G",145,"G",870,7,"ROMNEY","IN","TIPPECANOE"
"47982","STATE LINE, IN",,"H",22,"J",152,"J",661,3,"STATE LINE","IN","WARREN"
"47983","STOCKWELL, IN",,"H",78,"J",576,"J",2267,6,"STOCKWELL","IN","TIPPECANOE"
"47987","VEEDERSBURG, IN",,"H",1009,"J",9646,"J",39854,64,"VEEDERSBURG","IN","FOUNTAIN"
"47989","WAVELAND, IN",,"G",97,"G",497,"G",2118,19,"WAVELAND","IN","MONTGOMERY"
"47990","WAYNETOWN, IN",,"H",112,"G",858,"G",3600,23,"WAYNETOWN","IN","MONTGOMERY"
"47991","WEST LEBANON, IN",,"J",291,"J",3089,"J",12230,22,"WEST LEBANON","IN","WARREN"
"47992","WESTPOINT, IN",,"G",73,"H",547,"G",2289,14,"WESTPOINT","IN","TIPPECANOE"
"47993","WILLIAMSPORT, IN",,"J",717,"H",5819,"H",25234,61,"WILLIAMSPORT","IN","WARREN"
"47994","WINGATE, IN",,"G",73,"G",726,"G",3763,12,"WINGATE","IN","MONTGOMERY"
"47995","WOLCOTT, IN",,"G",463,"G",4580,"G",17559,44,"WOLCOTT","IN","WHITE"
"47996","WEST LAFAYETTE, IN",,"J",166,"G",738,"G",3069,10,"WEST LAFAYETTE","IN","TIPPECANOE"
"47997","YEOMAN, IN","A","S",0,"S",0,"S",0,3,"YEOMAN","IN","CARROLL"
"48001","ALGONAC, MI",,"G",1067,"G",7779,"G",35698,181,"ALGONAC","MI","ST. CLAIR"
"48002","ALLENTON, MI",,"H",103,"H",695,"G",4507,39,"ALLENTON","MI","ST. CLAIR"
"48003","ALMONT, MI",,"G",1172,"G",8196,"G",40378,145,"ALMONT","MI","LAPEER"
"48004","ANCHORVILLE, MI",,"J",268,"J",1718,"H",7412,12,"ANCHORVILLE","MI","ST. CLAIR"
"48005","ARMADA, MI",,"H",1168,"H",14504,"H",63360,111,"ARMADA","MI","MACOMB"
"48006","AVOCA, MI",,"H",173,"G",2139,"G",8930,26,"AVOCA","MI","ST. CLAIR"
"48007","TROY, MI",,"H",252,"J",4392,"H",16899,10,"TROY","MI","OAKLAND"
"48009","BIRMINGHAM, MI",,"G",14382,"G",245549,"G",963715,1364,"BIRMINGHAM","MI","OAKLAND"
"48012","BIRMINGHAM, MI",,"G",140,"G",809,"G",3759,24,"BIRMINGHAM","MI","OAKLAND"
"48014","CAPAC, MI",,"H",741,"H",5653,"H",24729,68,"CAPAC","MI","ST. CLAIR"
"48015","CENTER LINE, MI",,"G",3967,"H",59374,"H",225109,189,"CENTER LINE","MI","MACOMB"
"48017","CLAWSON, MI",,"G",3121,"G",26179,"G",123630,337,"CLAWSON","MI","OAKLAND"
"48021","EASTPOINTE, MI",,"G",3660,"G",24233,"G",105306,503,"EASTPOINTE","MI","MACOMB"
"48022","EMMETT, MI",,"G",206,"G",1592,"G",6962,28,"EMMETT","MI","ST. CLAIR"
"48023","FAIR HAVEN, MI",,"G",1643,"G",18004,"G",80038,114,"FAIR HAVEN","MI","ST. CLAIR"
"48025","FRANKLIN, MI",,"G",10723,"G",147080,"G",621890,762,"FRANKLIN","MI","OAKLAND"
"48026","FRASER, MI",,"G",7178,"G",75761,"G",323145,499,"FRASER","MI","MACOMB"
"48027","GOODELLS, MI",,"H",83,"G",507,"G",2780,32,"GOODELLS","MI","ST. CLAIR"
"48028","HARSENS ISLAND, MI",,"J",73,"H",692,"H",4115,25,"HARSENS ISLAND","MI","ST. CLAIR"
"48030","HAZEL PARK, MI",,"G",2372,"G",19805,"G",90615,299,"HAZEL PARK","MI","OAKLAND"
"48032","JEDDO, MI",,"J",72,"J",354,"H",1660,19,"JEDDO","MI","ST. CLAIR"
"48033","SOUTHFIELD, MI",,"G",15314,"H",411489,"H",1307538,555,"SOUTHFIELD","MI","OAKLAND"
"48034","SOUTHFIELD, MI",,"G",31154,"G",567772,"G",2191928,1038,"SOUTHFIELD","MI","OAKLAND"
"48035","CLINTON TOWNSHIP, MI",,"G",9247,"G",86907,"G",386979,725,"CLINTON TOWNSHIP","MI","MACOMB"
"48036","CLINTON TOWNSHIP, MI",,"G",9446,"G",100419,"G",413084,612,"CLINTON TOWNSHIP","MI","MACOMB"
"48037","SOUTHFIELD, MI",,"J",413,"J",6333,"J",27615,17,"SOUTHFIELD","MI","OAKLAND"
"48038","CLINTON TOWNSHIP, MI",,"G",16052,"G",154631,"G",658333,1069,"CLINTON TOWNSHIP","MI","MACOMB"
"48039","MARINE CITY, MI",,"G",1357,"G",10507,"G",46814,161,"MARINE CITY","MI","ST. CLAIR"
"48040","MARYSVILLE, MI",,"G",4740,"G",51886,"G",208203,228,"MARYSVILLE","MI","ST. CLAIR"
"48041","MEMPHIS, MI",,"G",408,"G",2676,"G",11850,57,"MEMPHIS","MI","ST. CLAIR"
"48042","MACOMB, MI",,"G",5078,"G",53536,"G",234174,483,"MACOMB","MI","MACOMB"
"48043","MOUNT CLEMENS, MI",,"H",9119,"H",96866,"G",402068,587,"MOUNT CLEMENS","MI","MACOMB"
"48044","MACOMB, MI",,"G",6107,"G",54558,"G",233859,640,"MACOMB","MI","MACOMB"
"48045","HARRISON TOWNSHIP, MI",,"H",3263,"G",28860,"G",128314,408,"HARRISON TOWNSHIP","MI","MACOMB"
"48046","MOUNT CLEMENS, MI",,"J",162,"H",2482,"H",9821,15,"MOUNT CLEMENS","MI","MACOMB"
"48047","NEW BALTIMORE, MI",,"G",6313,"G",56320,"G",243195,599,"NEW BALTIMORE","MI","MACOMB"
"48048","NEW HAVEN, MI",,"H",1327,"G",10966,"G",49894,111,"NEW HAVEN","MI","MACOMB"
"48049","NORTH STREET, MI",,"H",169,"G",993,"G",4923,47,"NORTH STREET","MI","ST. CLAIR"
"48050","NEW HAVEN, MI",,"G",340,"H",3151,"G",13884,39,"NEW HAVEN","MI","MACOMB"
"48051","NEW BALTIMORE, MI",,"G",10021,"G",86857,"G",355784,524,"NEW BALTIMORE","MI","MACOMB"
"48054","EAST CHINA, MI",,"G",1939,"H",25562,"H",97153,129,"EAST CHINA","MI","ST. CLAIR"
"48059","FORT GRATIOT, MI",,"G",5574,"G",39942,"G",151262,389,"FORT GRATIOT","MI","ST. CLAIR"
"48060","PORT HURON, MI",,"G",16916,"G",180029,"G",726608,933,"PORT HURON","MI","ST. CLAIR"
"48061","PORT HURON, MI",,"H",116,"J",1064,"H",4224,10,"PORT HURON","MI","ST. CLAIR"
"48062","RICHMOND, MI",,"H",2318,"H",18569,"H",81364,224,"RICHMOND","MI","MACOMB"
"48063","COLUMBUS, MI",,"H",298,"G",2638,"G",12106,55,"COLUMBUS","MI","ST. CLAIR"
"48064","CASCO, MI",,"G",460,"G",5070,"G",25767,68,"CASCO","MI","ST. CLAIR"
"48065","ROMEO, MI",,"G",5240,"G",71167,"G",302622,308,"ROMEO","MI","MACOMB"
"48066","ROSEVILLE, MI",,"G",17484,"G",142823,"G",592500,1063,"ROSEVILLE","MI","MACOMB"
"48067","ROYAL OAK, MI",,"G",11247,"G",107866,"G",457798,921,"ROYAL OAK","MI","OAKLAND"
"48068","ROYAL OAK, MI",,"H",119,"H",636,"H",2583,7,"ROYAL OAK","MI","OAKLAND"
"48069","PLEASANT RIDGE, MI",,"G",456,"G",5475,"G",23597,53,"PLEASANT RIDGE","MI","OAKLAND"
"48070","HUNTINGTON WOODS, MI",,"H",440,"G",4837,"G",23243,115,"HUNTINGTON WOODS","MI","OAKLAND"
"48071","MADISON HEIGHTS, MI",,"G",21952,"G",261214,"G",1052361,1177,"MADISON HEIGHTS","MI","OAKLAND"
"48072","BERKLEY, MI",,"G",3116,"H",33778,"H",150367,402,"BERKLEY","MI","OAKLAND"
"48073","ROYAL OAK, MI",,"H",16413,"J",208897,"H",887059,735,"ROYAL OAK","MI","OAKLAND"
"48074","SMITHS CREEK, MI",,"G",1247,"G",10357,"G",46203,164,"SMITHS CREEK","MI","ST. CLAIR"
"48075","SOUTHFIELD, MI",,"G",29931,"G",455444,"G",1902404,1306,"SOUTHFIELD","MI","OAKLAND"
"48076","SOUTHFIELD, MI",,"H",18474,"H",299026,"H",1193077,1062,"SOUTHFIELD","MI","OAKLAND"
"48079","SAINT CLAIR, MI",,"G",3895,"G",40195,"G",163210,265,"SAINT CLAIR","MI","ST. CLAIR"
"48080","SAINT CLAIR SHORES, MI",,"G",7320,"G",62431,"G",284579,657,"SAINT CLAIR SHORES","MI","MACOMB"
"48081","SAINT CLAIR SHORES, MI",,"G",3268,"G",32772,"G",153517,400,"SAINT CLAIR SHORES","MI","MACOMB"
"48082","SAINT CLAIR SHORES, MI",,"G",2482,"G",22668,"G",93195,245,"SAINT CLAIR SHORES","MI","MACOMB"
"48083","TROY, MI",,"G",40820,"G",559210,"G",2328733,1783,"TROY","MI","OAKLAND"
"48084","TROY, MI",,"G",42079,"G",711268,"G",2811128,1867,"TROY","MI","OAKLAND"
"48085","TROY, MI",,"G",4843,"G",45415,"G",191368,518,"TROY","MI","OAKLAND"
"48086","SOUTHFIELD, MI","F","S",0,"S",0,"S",0,5,"SOUTHFIELD","MI","OAKLAND"
"48088","WARREN, MI",,"G",3106,"H",27127,"H",120450,310,"WARREN","MI","MACOMB"
"48089","WARREN, MI",,"G",17136,"H",221316,"G",905404,778,"WARREN","MI","MACOMB"
"48090","WARREN, MI","J","S",0,"S",0,"S",0,18,"WARREN","MI","MACOMB"
"48091","WARREN, MI",,"H",17567,"H",264146,"H",1077392,602,"WARREN","MI","MACOMB"
"48092","WARREN, MI",,"H",12786,"H",126561,"H",517950,715,"WARREN","MI","MACOMB"
"48093","WARREN, MI",,"G",9667,"G",104604,"H",391912,585,"WARREN","MI","MACOMB"
"48094","WASHINGTON, MI",,"G",2949,"H",35087,"G",144207,310,"WASHINGTON","MI","MACOMB"
"48095","WASHINGTON, MI",,"G",1496,"H",13778,"G",64992,187,"WASHINGTON","MI","MACOMB"
"48096","RAY, MI",,"G",504,"G",5098,"G",23671,101,"RAY","MI","MACOMB"
"48097","YALE, MI",,"G",917,"G",6285,"G",27546,92,"YALE","MI","ST. CLAIR"
"48098","TROY, MI",,"G",21460,"G",590687,"G",1964381,700,"TROY","MI","OAKLAND"
"48099","TROY, MI",,"J",128,"J",1224,"J",4959,15,"TROY","MI","OAKLAND"
"48101","ALLEN PARK, MI",,"G",8831,"H",113656,"H",526163,583,"ALLEN PARK","MI","WAYNE"
"48103","ANN ARBOR, MI",,"H",24617,"G",250207,"H",1071268,1443,"ANN ARBOR","MI","WASHTENAW"
"48104","ANN ARBOR, MI",,"G",22142,"H",287627,"H",1177757,1647,"ANN ARBOR","MI","WASHTENAW"
"48105","ANN ARBOR, MI",,"G",15250,"G",279788,"G",1210502,602,"ANN ARBOR","MI","WASHTENAW"
"48106","ANN ARBOR, MI",,"G",2107,"H",105342,"H",322844,51,"ANN ARBOR","MI","WASHTENAW"
"48107","ANN ARBOR, MI",,"G",137,"H",989,"H",4237,17,"ANN ARBOR","MI","WASHTENAW"
"48108","ANN ARBOR, MI",,"G",23724,"G",311676,"G",1197434,1146,"ANN ARBOR","MI","WASHTENAW"
"48109","ANN ARBOR, MI","J","S",0,"S",0,"S",0,47,"ANN ARBOR","MI","WASHTENAW"
"48111","BELLEVILLE, MI",,"G",15235,"G",209403,"G",772273,648,"BELLEVILLE","MI","WAYNE"
"48112","BELLEVILLE, MI",,"H",142,"J",1798,"J",7957,8,"BELLEVILLE","MI","WAYNE"
"48113","ANN ARBOR, MI",,"J",51,"J",391,"J",1940,7,"ANN ARBOR","MI","WASHTENAW"
"48114","BRIGHTON, MI",,"G",4722,"G",51996,"G",236141,544,"BRIGHTON","MI","LIVINGSTON"
"48115","BRIDGEWATER, MI",,"G",105,"G",877,"G",4235,8,"BRIDGEWATER","MI","WASHTENAW"
"48116","BRIGHTON, MI",,"G",17781,"G",188861,"G",812043,1213,"BRIGHTON","MI","LIVINGSTON"
"48117","CARLETON, MI",,"G",1989,"H",21000,"H",87853,139,"CARLETON","MI","MONROE"
"48118","CHELSEA, MI",,"G",6242,"G",58403,"G",240590,336,"CHELSEA","MI","WASHTENAW"
"48120","DEARBORN, MI",,"H",10768,"H",214381,"H",733936,241,"DEARBORN","MI","WAYNE"
"48121","DEARBORN, MI","H","S",0,"S",0,"S",0,30,"DEARBORN","MI","WAYNE"
"48122","MELVINDALE, MI",,"H",2090,"H",24629,"H",102956,170,"MELVINDALE","MI","WAYNE"
"48123","DEARBORN, MI",,"J",27,"J",276,"J",1189,4,"DEARBORN","MI","WAYNE"
"48124","DEARBORN, MI",,"H",17991,"J",280580,"J",1108169,910,"DEARBORN","MI","WAYNE"
"48125","DEARBORN HEIGHTS, MI",,"G",2510,"G",19607,"G",81478,255,"DEARBORN HEIGHTS","MI","WAYNE"
"48126","DEARBORN, MI",,"G",30747,"H",527733,"H",1903654,1778,"DEARBORN","MI","WAYNE"
"48127","DEARBORN HEIGHTS, MI",,"G",5663,"G",38419,"G",162819,942,"DEARBORN HEIGHTS","MI","WAYNE"
"48128","DEARBORN, MI",,"H",1111,"G",8336,"G",37296,181,"DEARBORN","MI","WAYNE"
"48130","DEXTER, MI",,"G",4974,"H",80048,"G",308855,355,"DEXTER","MI","WASHTENAW"
"48131","DUNDEE, MI",,"G",3330,"G",41984,"G",171983,153,"DUNDEE","MI","MONROE"
"48133","ERIE, MI",,"G",1111,"G",12615,"G",55847,72,"ERIE","MI","MONROE"
"48134","FLAT ROCK, MI",,"H",7104,"J",112750,"J",370133,270,"FLAT ROCK","MI","WAYNE"
"48135","GARDEN CITY, MI",,"H",4710,"H",42620,"H",173736,449,"GARDEN CITY","MI","WAYNE"
"48137","GREGORY, MI",,"J",228,"G",1787,"G",8365,60,"GREGORY","MI","LIVINGSTON"
"48138","GROSSE ILE, MI",,"G",970,"G",6032,"G",27175,142,"GROSSE ILE","MI","WAYNE"
"48139","HAMBURG, MI",,"G",436,"G",3208,"G",15328,40,"HAMBURG","MI","LIVINGSTON"
"48140","IDA, MI",,"G",263,"G",1899,"G",7696,49,"IDA","MI","MONROE"
"48141","INKSTER, MI",,"G",1835,"H",16366,"H",68691,204,"INKSTER","MI","WAYNE"
"48143","LAKELAND, MI",,"J",170,"J",1168,"J",6101,18,"LAKELAND","MI","LIVINGSTON"
"48144","LAMBERTVILLE, MI",,"G",1673,"G",10177,"G",43123,173,"LAMBERTVILLE","MI","MONROE"
"48145","LA SALLE, MI",,"H",130,"G",672,"G",3373,35,"LA SALLE","MI","MONROE"
"48146","LINCOLN PARK, MI",,"G",5613,"G",41873,"G",160334,514,"LINCOLN PARK","MI","WAYNE"
"48150","LIVONIA, MI",,"G",39750,"G",524057,"G",2198459,1579,"LIVONIA","MI","WAYNE"
"48151","LIVONIA, MI",,"G",712,"G",11531,"H",51214,15,"LIVONIA","MI","WAYNE"
"48152","LIVONIA, MI",,"G",26143,"H",444641,"H",1697118,1205,"LIVONIA","MI","WAYNE"
"48154","LIVONIA, MI",,"G",8196,"G",65356,"G",275535,709,"LIVONIA","MI","WAYNE"
"48157","LUNA PIER, MI",,"G",73,"H",410,"J",1622,16,"LUNA PIER","MI","MONROE"
"48158","MANCHESTER, MI",,"J",2580,"J",29420,"J",144632,128,"MANCHESTER","MI","WASHTENAW"
"48159","MAYBEE, MI",,"G",129,"G",881,"G",4772,28,"MAYBEE","MI","MONROE"
"48160","MILAN, MI",,"G",2782,"H",20855,"H",86305,197,"MILAN","MI","MONROE"
"48161","MONROE, MI",,"G",10108,"G",142321,"G",521408,520,"MONROE","MI","MONROE"
"48162","MONROE, MI",,"G",10397,"G",91606,"G",390554,552,"MONROE","MI","MONROE"
"48164","NEW BOSTON, MI",,"G",3079,"G",38858,"G",156719,135,"NEW BOSTON","MI","WAYNE"
"48165","NEW HUDSON, MI",,"H",4230,"H",61383,"H",238865,220,"NEW HUDSON","MI","OAKLAND"
"48166","NEWPORT, MI",,"H",1677,"H",17180,"H",86646,84,"NEWPORT","MI","MONROE"
"48167","NORTHVILLE, MI",,"G",9410,"G",127069,"G",525328,686,"NORTHVILLE","MI","WAYNE"
"48168","NORTHVILLE, MI",,"G",3135,"G",34767,"G",153344,314,"NORTHVILLE","MI","WAYNE"
"48169","PINCKNEY, MI",,"H",1892,"G",14160,"G",66757,286,"PINCKNEY","MI","LIVINGSTON"
"48170","PLYMOUTH, MI",,"G",30910,"G",463682,"G",1831250,1598,"PLYMOUTH","MI","WAYNE"
"48173","ROCKWOOD, MI",,"G",794,"H",6161,"G",25866,129,"ROCKWOOD","MI","WAYNE"
"48174","ROMULUS, MI",,"G",21231,"G",266556,"G",1037785,810,"ROMULUS","MI","WAYNE"
"48175","SALEM, MI",,"J",33,"J",189,"H",1196,5,"SALEM","MI","WASHTENAW"
"48176","SALINE, MI",,"H",10697,"H",128095,"H",562028,498,"SALINE","MI","WASHTENAW"
"48177","SAMARIA, MI",,"J",11,"J",105,"J",443,4,"SAMARIA","MI","MONROE"
"48178","SOUTH LYON, MI",,"G",4190,"G",33592,"G",150985,598,"SOUTH LYON","MI","OAKLAND"
"48179","SOUTH ROCKWOOD, MI",,"J",311,"H",2954,"H",16131,34,"SOUTH ROCKWOOD","MI","MONROE"
"48180","TAYLOR, MI",,"G",24871,"G",227081,"G",922079,1383,"TAYLOR","MI","WAYNE"
"48182","TEMPERANCE, MI",,"G",3197,"G",27832,"G",121476,253,"TEMPERANCE","MI","MONROE"
"48183","TRENTON, MI",,"G",15460,"G",161064,"G",657283,830,"TRENTON","MI","WAYNE"
"48184","WAYNE, MI",,"H",10458,"J",142426,"H",539250,359,"WAYNE","MI","WAYNE"
"48185","WESTLAND, MI",,"G",13483,"G",97048,"G",404271,976,"WESTLAND","MI","WAYNE"
"48186","WESTLAND, MI",,"G",2984,"G",26039,"G",104937,336,"WESTLAND","MI","WAYNE"
"48187","CANTON, MI",,"G",17177,"H",176708,"H",750731,1077,"CANTON","MI","WAYNE"
"48188","CANTON, MI",,"G",7635,"G",67471,"G",286209,543,"CANTON","MI","WAYNE"
"48189","WHITMORE LAKE, MI",,"G",2257,"G",24785,"G",114427,251,"WHITMORE LAKE","MI","WASHTENAW"
"48191","WILLIS, MI",,"H",203,"H",1436,"H",6736,40,"WILLIS","MI","WASHTENAW"
"48192","WYANDOTTE, MI",,"H",9589,"H",128601,"H",492352,541,"WYANDOTTE","MI","WAYNE"
"48193","RIVERVIEW, MI",,"G",2681,"G",26098,"G",116037,226,"RIVERVIEW","MI","WAYNE"
"48195","SOUTHGATE, MI",,"G",9229,"H",66466,"G",280105,577,"SOUTHGATE","MI","WAYNE"
"48197","YPSILANTI, MI",,"G",13938,"H",130950,"H",549006,963,"YPSILANTI","MI","WASHTENAW"
"48198","YPSILANTI, MI",,"H",4739,"H",61168,"H",261955,429,"YPSILANTI","MI","WASHTENAW"
"48201","DETROIT, MI",,"G",25608,"G",348868,"G",1669545,461,"DETROIT","MI","WAYNE"
"48202","DETROIT, MI",,"H",21416,"H",311518,"H",1397226,457,"DETROIT","MI","WAYNE"
"48203","HIGHLAND PARK, MI",,"G",10916,"G",104285,"G",434349,381,"HIGHLAND PARK","MI","WAYNE"
"48204","DETROIT, MI",,"G",1572,"H",11789,"H",48252,184,"DETROIT","MI","WAYNE"
"48205","DETROIT, MI",,"G",2460,"H",19493,"H",78480,258,"DETROIT","MI","WAYNE"
"48206","DETROIT, MI",,"H",1411,"H",10348,"H",40871,97,"DETROIT","MI","WAYNE"
