"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"01731","HANSCOM AFB, MA",,"H",294,"J",9000,"H",27059,29,"HANSCOM AFB","MA","MIDDLESEX"
"01740","BOLTON, MA",,"G",1104,"G",15098,"G",60239,123,"BOLTON","MA","WORCESTER"
"01741","CARLISLE, MA",,"G",529,"H",7752,"H",33922,109,"CARLISLE","MA","MIDDLESEX"
"01742","CONCORD, MA",,"G",11234,"G",201199,"G",820297,808,"CONCORD","MA","MIDDLESEX"
"01745","FAYVILLE, MA",,"H",126,"H",2296,"H",9528,15,"FAYVILLE","MA","WORCESTER"
"01746","HOLLISTON, MA",,"G",5266,"G",78873,"G",343283,394,"HOLLISTON","MA","MIDDLESEX"
"01747","HOPEDALE, MA",,"G",1998,"G",27064,"G",126064,163,"HOPEDALE","MA","WORCESTER"
"01748","HOPKINTON, MA",,"H",15695,"J",507929,"J",2061827,467,"HOPKINTON","MA","MIDDLESEX"
"01749","HUDSON, MA",,"G",8329,"G",96569,"G",408528,553,"HUDSON","MA","MIDDLESEX"
"01752","MARLBOROUGH, MA",,"G",36513,"H",1015323,"G",3668910,1496,"MARLBOROUGH","MA","MIDDLESEX"
"01754","MAYNARD, MA",,"G",2720,"H",71111,"H",279935,277,"MAYNARD","MA","MIDDLESEX"
"01756","MENDON, MA",,"G",1111,"G",9041,"G",41934,144,"MENDON","MA","WORCESTER"
"01757","MILFORD, MA",,"G",16454,"H",293808,"H",1104875,865,"MILFORD","MA","WORCESTER"
"01760","NATICK, MA",,"G",20994,"H",374743,"H",1393527,1335,"NATICK","MA","MIDDLESEX"
"01770","SHERBORN, MA",,"H",471,"H",7209,"G",29202,102,"SHERBORN","MA","MIDDLESEX"
"01772","SOUTHBOROUGH, MA",,"G",8231,"H",169551,"H",723587,349,"SOUTHBOROUGH","MA","WORCESTER"
"01773","LINCOLN, MA",,"H",1521,"G",17452,"G",72874,142,"LINCOLN","MA","MIDDLESEX"
"01775","STOW, MA",,"G",1168,"H",12704,"H",56464,150,"STOW","MA","MIDDLESEX"
"01776","SUDBURY, MA",,"G",5831,"H",80941,"G",319708,549,"SUDBURY","MA","MIDDLESEX"
"01778","WAYLAND, MA",,"G",3409,"G",41399,"H",186339,366,"WAYLAND","MA","MIDDLESEX"
"01784","WOODVILLE, MA","B","S",0,"S",0,"S",0,3,"WOODVILLE","MA","MIDDLESEX"
"01801","WOBURN, MA",,"G",44138,"G",790200,"G",3115394,2162,"WOBURN","MA","MIDDLESEX"
"01803","BURLINGTON, MA",,"G",42541,"G",1006057,"G",4039639,1545,"BURLINGTON","MA","MIDDLESEX"
"01805","BURLINGTON, MA","I","S",0,"S",0,"S",0,15,"BURLINGTON","MA","MIDDLESEX"
"01810","ANDOVER, MA",,"G",28806,"G",702857,"G",2679945,1020,"ANDOVER","MA","ESSEX"
"01821","BILLERICA, MA",,"G",15576,"G",341042,"G",1377792,730,"BILLERICA","MA","MIDDLESEX"
"01824","CHELMSFORD, MA",,"G",20600,"G",368063,"G",1537997,839,"CHELMSFORD","MA","MIDDLESEX"
"01826","DRACUT, MA",,"G",5353,"G",47598,"G",218094,549,"DRACUT","MA","MIDDLESEX"
"01827","DUNSTABLE, MA",,"H",175,"G",1378,"G",7972,53,"DUNSTABLE","MA","MIDDLESEX"
"01830","HAVERHILL, MA",,"G",6817,"G",57402,"G",259123,498,"HAVERHILL","MA","ESSEX"
"01831","HAVERHILL, MA",,"G",156,"H",2198,"H",8357,14,"HAVERHILL","MA","ESSEX"
"01832","HAVERHILL, MA",,"G",5012,"G",49600,"G",207329,332,"HAVERHILL","MA","ESSEX"
"01833","GEORGETOWN, MA",,"G",1743,"G",18706,"G",87919,199,"GEORGETOWN","MA","ESSEX"
"01834","GROVELAND, MA",,"H",1042,"H",16444,"H",68265,119,"GROVELAND","MA","ESSEX"
"01835","HAVERHILL, MA",,"G",5694,"G",61856,"G",255944,307,"HAVERHILL","MA","ESSEX"
"01840","LAWRENCE, MA",,"G",5536,"G",50236,"G",209520,352,"LAWRENCE","MA","ESSEX"
"01841","LAWRENCE, MA",,"G",6318,"H",67605,"H",271992,429,"LAWRENCE","MA","ESSEX"
"01842","LAWRENCE, MA",,"H",227,"H",3598,"H",15830,20,"LAWRENCE","MA","ESSEX"
"01843","LAWRENCE, MA",,"G",10735,"H",147388,"G",586314,494,"LAWRENCE","MA","ESSEX"
"01844","METHUEN, MA",,"G",17511,"G",173437,"G",733709,944,"METHUEN","MA","ESSEX"
"01845","NORTH ANDOVER, MA",,"G",16214,"G",206392,"G",854969,902,"NORTH ANDOVER","MA","ESSEX"
"01850","LOWELL, MA",,"G",1676,"G",11353,"G",45785,111,"LOWELL","MA","MIDDLESEX"
"01851","LOWELL, MA",,"G",10531,"G",211072,"G",763148,484,"LOWELL","MA","MIDDLESEX"
"01852","LOWELL, MA",,"H",10890,"H",111538,"H",450591,766,"LOWELL","MA","MIDDLESEX"
"01853","LOWELL, MA",,"G",355,"H",5181,"H",20304,17,"LOWELL","MA","MIDDLESEX"
"01854","LOWELL, MA",,"H",7031,"H",81513,"H",364818,311,"LOWELL","MA","MIDDLESEX"
"01860","MERRIMAC, MA",,"G",666,"G",5312,"G",22666,92,"MERRIMAC","MA","ESSEX"
"01862","NORTH BILLERICA, MA",,"G",8695,"G",139682,"G",636251,409,"NORTH BILLERICA","MA","MIDDLESEX"
"01863","NORTH CHELMSFORD, MA",,"G",2750,"G",41725,"G",175543,235,"NORTH CHELMSFORD","MA","MIDDLESEX"
"01864","NORTH READING, MA",,"G",6991,"H",103802,"H",483889,526,"NORTH READING","MA","MIDDLESEX"
"01865","NUTTING LAKE, MA",,"J",5,"H",29,"G",188,3,"NUTTING LAKE","MA","MIDDLESEX"
"01866","PINEHURST, MA","E","S",0,"S",0,"S",0,5,"PINEHURST","MA","MIDDLESEX"
"01867","READING, MA",,"H",7360,"H",90447,"H",353585,560,"READING","MA","MIDDLESEX"
"01876","TEWKSBURY, MA",,"G",16102,"G",264137,"G",981005,738,"TEWKSBURY","MA","MIDDLESEX"
"01879","TYNGSBORO, MA",,"G",3953,"G",38908,"G",162443,317,"TYNGSBORO","MA","MIDDLESEX"
"01880","WAKEFIELD, MA",,"G",13513,"G",236426,"G",902224,929,"WAKEFIELD","MA","MIDDLESEX"
"01885","WEST BOXFORD, MA",,"G",25,"H",180,"G",1070,10,"WEST BOXFORD","MA","ESSEX"
"01886","WESTFORD, MA",,"G",10059,"G",227354,"G",886969,644,"WESTFORD","MA","MIDDLESEX"
"01887","WILMINGTON, MA",,"G",22412,"H",467903,"H",1737904,847,"WILMINGTON","MA","MIDDLESEX"
"01888","WOBURN, MA",,"G",223,"G",6017,"G",28940,14,"WOBURN","MA","MIDDLESEX"
"01890","WINCHESTER, MA",,"G",7237,"G",93052,"H",429568,557,"WINCHESTER","MA","MIDDLESEX"
"01901","LYNN, MA",,"G",6863,"G",80134,"G",304862,291,"LYNN","MA","ESSEX"
"01902","LYNN, MA",,"G",3788,"G",32905,"G",146612,434,"LYNN","MA","ESSEX"
"01903","LYNN, MA",,"H",73,"G",608,"G",2851,8,"LYNN","MA","ESSEX"
"01904","LYNN, MA",,"G",2664,"G",18327,"G",79632,299,"LYNN","MA","ESSEX"
"01905","LYNN, MA",,"G",4001,"G",39416,"G",173710,333,"LYNN","MA","ESSEX"
"01906","SAUGUS, MA",,"G",10235,"G",72096,"G",309800,791,"SAUGUS","MA","ESSEX"
"01907","SWAMPSCOTT, MA",,"G",3052,"G",23241,"G",101852,336,"SWAMPSCOTT","MA","ESSEX"
"01908","NAHANT, MA",,"G",216,"G",2119,"G",9962,40,"NAHANT","MA","ESSEX"
"01910","LYNN, MA","H","S",0,"S",0,"S",0,11,"LYNN","MA","ESSEX"
"01913","AMESBURY, MA",,"G",4335,"G",47842,"G",202975,432,"AMESBURY","MA","ESSEX"
"01915","BEVERLY, MA",,"G",22580,"G",317172,"G",1311795,1301,"BEVERLY","MA","ESSEX"
"01921","BOXFORD, MA",,"G",901,"H",14071,"H",56128,145,"BOXFORD","MA","ESSEX"
"01922","BYFIELD, MA",,"H",707,"H",8603,"H",35466,64,"BYFIELD","MA","ESSEX"
"01923","DANVERS, MA",,"H",32198,"G",332253,"G",1405451,1128,"DANVERS","MA","ESSEX"
"01929","ESSEX, MA",,"G",1095,"G",11990,"G",57811,145,"ESSEX","MA","ESSEX"
"01930","GLOUCESTER, MA",,"G",9438,"H",136630,"H",545801,901,"GLOUCESTER","MA","ESSEX"
"01931","GLOUCESTER, MA",,"H",70,"H",522,"H",2378,12,"GLOUCESTER","MA","ESSEX"
"01936","HAMILTON, MA",,"G",96,"G",572,"G",2550,13,"HAMILTON","MA","ESSEX"
"01937","HATHORNE, MA",,"H",44,"H",253,"H",955,5,"HATHORNE","MA","ESSEX"
"01938","IPSWICH, MA",,"G",5021,"H",76420,"H",346826,383,"IPSWICH","MA","ESSEX"
"01940","LYNNFIELD, MA",,"G",5292,"G",72874,"G",291781,428,"LYNNFIELD","MA","ESSEX"
"01944","MANCHESTER, MA",,"G",1220,"G",13970,"G",61730,172,"MANCHESTER","MA","ESSEX"
"01945","MARBLEHEAD, MA",,"G",4055,"G",35863,"G",158619,567,"MARBLEHEAD","MA","ESSEX"
"01949","MIDDLETON, MA",,"G",4045,"G",46728,"G",197713,341,"MIDDLETON","MA","ESSEX"
"01950","NEWBURYPORT, MA",,"G",11277,"G",132474,"G",563023,798,"NEWBURYPORT","MA","ESSEX"
"01951","NEWBURY, MA",,"G",494,"G",4104,"G",19059,88,"NEWBURY","MA","ESSEX"
"01952","SALISBURY, MA",,"G",2820,"G",29407,"G",145847,279,"SALISBURY","MA","ESSEX"
"01960","PEABODY, MA",,"G",23449,"G",267772,"G",1107454,1484,"PEABODY","MA","ESSEX"
"01961","PEABODY, MA",,"G",356,"G",3908,"G",17559,17,"PEABODY","MA","ESSEX"
"01965","PRIDES CROSSING, MA","E","S",0,"S",0,"S",0,11,"PRIDES CROSSING","MA","ESSEX"
"01966","ROCKPORT, MA",,"G",606,"G",4529,"G",25626,191,"ROCKPORT","MA","ESSEX"
"01969","ROWLEY, MA",,"G",2857,"H",31067,"H",146302,224,"ROWLEY","MA","ESSEX"
"01970","SALEM, MA",,"H",16600,"H",197012,"H",825471,1175,"SALEM","MA","ESSEX"
"01982","SOUTH HAMILTON, MA",,"G",1107,"G",11550,"G",47915,145,"SOUTH HAMILTON","MA","ESSEX"
"01983","TOPSFIELD, MA",,"G",2397,"G",29064,"G",128229,242,"TOPSFIELD","MA","ESSEX"
"01984","WENHAM, MA",,"J",1701,"H",10048,"H",42420,84,"WENHAM","MA","ESSEX"
"01985","WEST NEWBURY, MA",,"H",578,"J",6548,"J",23684,76,"WEST NEWBURY","MA","ESSEX"
"02018","ACCORD, MA","B","S",0,"S",0,"S",0,3,"ACCORD","MA","PLYMOUTH"
"02019","BELLINGHAM, MA",,"G",6736,"H",71907,"H",285161,403,"BELLINGHAM","MA","NORFOLK"
"02020","BRANT ROCK, MA",,"H",158,"H",865,"H",4586,12,"BRANT ROCK","MA","PLYMOUTH"
"02021","CANTON, MA",,"G",22296,"G",458226,"G",1717744,960,"CANTON","MA","NORFOLK"
"02025","COHASSET, MA",,"G",2494,"G",21497,"G",93070,272,"COHASSET","MA","NORFOLK"
"02026","DEDHAM, MA",,"G",15057,"G",193867,"G",754595,929,"DEDHAM","MA","NORFOLK"
"02027","DEDHAM, MA",,"H",230,"H",3857,"H",19430,17,"DEDHAM","MA","NORFOLK"
"02030","DOVER, MA",,"G",515,"G",5055,"G",23492,124,"DOVER","MA","NORFOLK"
"02032","EAST WALPOLE, MA",,"H",2132,"H",30214,"H",136457,130,"EAST WALPOLE","MA","NORFOLK"
"02035","FOXBORO, MA",,"H",14514,"H",223649,"H",865301,635,"FOXBORO","MA","NORFOLK"
"02038","FRANKLIN, MA",,"G",14874,"G",187217,"G",766519,859,"FRANKLIN","MA","NORFOLK"
"02040","GREENBUSH, MA",,"J",4,"J",68,"J",236,3,"GREENBUSH","MA","PLYMOUTH"
"02041","GREEN HARBOR, MA",,"G",27,"G",168,"H",527,5,"GREEN HARBOR","MA","PLYMOUTH"
"02043","HINGHAM, MA",,"G",16582,"G",197419,"G",835701,881,"HINGHAM","MA","PLYMOUTH"
"02045","HULL, MA",,"G",737,"G",5888,"G",28954,168,"HULL","MA","PLYMOUTH"
"02047","HUMAROCK, MA",,"J",6,"J",92,"H",549,5,"HUMAROCK","MA","PLYMOUTH"
"02048","MANSFIELD, MA",,"G",11460,"G",189251,"G",739559,595,"MANSFIELD","MA","BRISTOL"
"02050","MARSHFIELD, MA",,"G",4832,"G",43847,"G",199148,522,"MARSHFIELD","MA","PLYMOUTH"
"02051","MARSHFIELD HILLS, MA",,"H",49,"H",209,"H",820,9,"MARSHFIELD HILLS","MA","PLYMOUTH"
"02052","MEDFIELD, MA",,"G",2603,"G",21577,"G",95841,315,"MEDFIELD","MA","NORFOLK"
"02053","MEDWAY, MA",,"G",2990,"G",34446,"G",152944,319,"MEDWAY","MA","NORFOLK"
"02054","MILLIS, MA",,"H",1552,"H",11885,"H",53893,201,"MILLIS","MA","NORFOLK"
"02056","NORFOLK, MA",,"H",2291,"G",23286,"G",106251,243,"NORFOLK","MA","NORFOLK"
"02059","NORTH MARSHFIELD, MA",,"G",9,"H",51,"H",229,6,"NORTH MARSHFIELD","MA","PLYMOUTH"
"02060","NORTH SCITUATE, MA",,"J",90,"H",1630,"H",7094,8,"NORTH SCITUATE","MA","PLYMOUTH"
"02061","NORWELL, MA",,"G",10278,"G",161523,"G",654618,623,"NORWELL","MA","PLYMOUTH"
"02062","NORWOOD, MA",,"G",25560,"G",442853,"G",1720476,1246,"NORWOOD","MA","NORFOLK"
"02065","OCEAN BLUFF, MA",,"J",10,"G",128,"G",462,3,"OCEAN BLUFF","MA","PLYMOUTH"
"02066","SCITUATE, MA",,"G",2591,"G",21725,"G",95618,373,"SCITUATE","MA","PLYMOUTH"
"02067","SHARON, MA",,"G",2836,"G",33245,"G",143564,376,"SHARON","MA","NORFOLK"
"02070","SHELDONVILLE, MA",,"G",29,"G",246,"G",1080,4,"SHELDONVILLE","MA","NORFOLK"
"02071","SOUTH WALPOLE, MA",,"H",50,"G",518,"H",3122,15,"SOUTH WALPOLE","MA","NORFOLK"
"02072","STOUGHTON, MA",,"J",32971,"H",221811,"H",941675,933,"STOUGHTON","MA","NORFOLK"
"02081","WALPOLE, MA",,"G",6792,"G",83706,"G",349373,609,"WALPOLE","MA","NORFOLK"
"02090","WESTWOOD, MA",,"H",15665,"G",293328,"G",1039288,508,"WESTWOOD","MA","NORFOLK"
"02093","WRENTHAM, MA",,"G",6093,"G",40744,"G",179549,434,"WRENTHAM","MA","NORFOLK"
"02108","BOSTON, MA",,"G",23344,"G",690383,"G",1955700,1143,"BOSTON","MA","SUFFOLK"
"02109","BOSTON, MA",,"G",38002,"G",1387851,"G",4725225,1408,"BOSTON","MA","SUFFOLK"
"02110","BOSTON, MA",,"G",59843,"G",2675327,"G",9864188,1845,"BOSTON","MA","SUFFOLK"
"02111","BOSTON, MA",,"H",33438,"H",966259,"H",3117525,1048,"BOSTON","MA","SUFFOLK"
"02112","BOSTON, MA",,"H",91,"H",1157,"H",3537,9,"BOSTON","MA","SUFFOLK"
"02113","BOSTON, MA",,"G",2367,"H",20868,"H",93216,180,"BOSTON","MA","SUFFOLK"
"02114","BOSTON, MA",,"H",42431,"H",812928,"H",3379502,718,"BOSTON","MA","SUFFOLK"
"02115","BOSTON, MA",,"H",64749,"H",991176,"H",4254639,633,"BOSTON","MA","SUFFOLK"
"02116","BOSTON, MA",,"G",59050,"G",1864074,"G",6345686,2031,"BOSTON","MA","SUFFOLK"
"02117","BOSTON, MA","H","S",0,"S",0,"S",0,13,"BOSTON","MA","SUFFOLK"
"02118","BOSTON, MA",,"H",20315,"H",267027,"H",1110529,798,"BOSTON","MA","SUFFOLK"
"02119","ROXBURY, MA",,"G",7669,"H",100178,"H",435902,449,"ROXBURY","MA","SUFFOLK"
"02120","ROXBURY CROSSING, MA",,"H",4120,"H",48480,"H",200485,180,"ROXBURY CROSSING","MA","SUFFOLK"
"02121","DORCHESTER, MA",,"H",1812,"G",15713,"H",70354,196,"DORCHESTER","MA","SUFFOLK"
"02122","DORCHESTER, MA",,"G",7930,"G",83978,"G",362557,535,"DORCHESTER","MA","SUFFOLK"
"02123","BOSTON, MA","C","S",0,"S",0,"S",0,5,"BOSTON","MA","SUFFOLK"
"02124","DORCHESTER CENTER, MA",,"H",6760,"H",56294,"H",240857,569,"DORCHESTER CENTER","MA","SUFFOLK"
"02125","DORCHESTER, MA",,"G",11059,"G",168217,"G",647783,478,"DORCHESTER","MA","SUFFOLK"
"02126","MATTAPAN, MA",,"H",2006,"H",16907,"H",71765,226,"MATTAPAN","MA","SUFFOLK"
"02127","SOUTH BOSTON, MA",,"H",11081,"G",193733,"G",692096,681,"SOUTH BOSTON","MA","SUFFOLK"
"02128","EAST BOSTON, MA",,"G",22148,"G",291982,"G",1129114,780,"EAST BOSTON","MA","SUFFOLK"
"02129","CHARLESTOWN, MA",,"G",13362,"G",212104,"G",921475,501,"CHARLESTOWN","MA","SUFFOLK"
"02130","JAMAICA PLAIN, MA",,"G",14823,"H",215085,"H",876111,645,"JAMAICA PLAIN","MA","SUFFOLK"
"02131","ROSLINDALE, MA",,"H",6275,"H",56481,"H",236395,458,"ROSLINDALE","MA","SUFFOLK"
"02132","WEST ROXBURY, MA",,"G",6172,"G",57953,"G",245520,512,"WEST ROXBURY","MA","SUFFOLK"
"02133","BOSTON, MA",,"H",39,"J",1080,"H",3375,6,"BOSTON","MA","SUFFOLK"
"02134","ALLSTON, MA",,"H",10110,"H",150364,"H",517867,541,"ALLSTON","MA","SUFFOLK"
"02135","BRIGHTON, MA",,"H",17103,"H",259206,"H",989570,698,"BRIGHTON","MA","SUFFOLK"
"02136","HYDE PARK, MA",,"G",5207,"G",55858,"G",237201,439,"HYDE PARK","MA","SUFFOLK"
"02137","READVILLE, MA",,"J",76,"J",1020,"H",4221,9,"READVILLE","MA","SUFFOLK"
"02138","CAMBRIDGE, MA",,"H",49415,"H",758092,"H",3050905,1156,"CAMBRIDGE","MA","MIDDLESEX"
"02139","CAMBRIDGE, MA",,"G",47823,"G",1299406,"G",4786481,1130,"CAMBRIDGE","MA","MIDDLESEX"
"02140","CAMBRIDGE, MA",,"G",9076,"G",175771,"G",669568,496,"CAMBRIDGE","MA","MIDDLESEX"
"02141","CAMBRIDGE, MA",,"G",11155,"G",218482,"G",889824,435,"CAMBRIDGE","MA","MIDDLESEX"
"02142","CAMBRIDGE, MA",,"G",23434,"G",1364947,"G",4400201,527,"CAMBRIDGE","MA","MIDDLESEX"
"02143","SOMERVILLE, MA",,"G",11577,"G",122822,"G",539621,645,"SOMERVILLE","MA","MIDDLESEX"
"02144","SOMERVILLE, MA",,"G",4916,"G",63760,"G",265148,427,"SOMERVILLE","MA","MIDDLESEX"
"02145","SOMERVILLE, MA",,"H",5884,"H",72599,"H",295565,422,"SOMERVILLE","MA","MIDDLESEX"
"02148","MALDEN, MA",,"G",12180,"G",127016,"G",534212,982,"MALDEN","MA","MIDDLESEX"
"02149","EVERETT, MA",,"G",10827,"G",146715,"G",559007,774,"EVERETT","MA","MIDDLESEX"
"02150","CHELSEA, MA",,"G",13289,"G",128805,"G",551544,727,"CHELSEA","MA","SUFFOLK"
"02151","REVERE, MA",,"G",8186,"G",63601,"G",266714,800,"REVERE","MA","SUFFOLK"
"02152","WINTHROP, MA",,"H",1594,"G",12017,"G",55931,272,"WINTHROP","MA","SUFFOLK"
"02153","MEDFORD, MA",,"H",214,"H",1150,"H",4914,8,"MEDFORD","MA","MIDDLESEX"
"02155","MEDFORD, MA",,"G",18524,"G",251319,"G",1032066,1180,"MEDFORD","MA","MIDDLESEX"
"02156","WEST MEDFORD, MA","B","S",0,"S",0,"S",0,3,"WEST MEDFORD","MA","MIDDLESEX"
"02163","BOSTON, MA",,"H",365,"H",3887,"H",16067,33,"BOSTON","MA","SUFFOLK"
"02169","QUINCY, MA",,"G",29179,"G",423338,"G",1664774,1555,"QUINCY","MA","NORFOLK"
"02170","QUINCY, MA",,"G",2423,"G",18272,"G",79297,270,"QUINCY","MA","NORFOLK"
"02171","QUINCY, MA",,"H",10813,"H",218942,"H",859981,413,"QUINCY","MA","NORFOLK"
"02176","MELROSE, MA",,"G",5197,"G",48242,"G",232795,516,"MELROSE","MA","MIDDLESEX"
"02180","STONEHAM, MA",,"G",6943,"G",77337,"G",330129,606,"STONEHAM","MA","MIDDLESEX"
"02184","BRAINTREE, MA",,"G",29415,"G",399121,"G",1575066,1542,"BRAINTREE","MA","NORFOLK"
"02185","BRAINTREE, MA",,"H",264,"J",6570,"J",23647,11,"BRAINTREE","MA","NORFOLK"
"02186","MILTON, MA",,"H",5056,"H",52682,"H",230869,460,"MILTON","MA","NORFOLK"
"02187","MILTON VILLAGE, MA",,"H",28,"H",471,"H",1906,6,"MILTON VILLAGE","MA","NORFOLK"
"02188","WEYMOUTH, MA",,"G",4216,"G",34950,"G",149298,298,"WEYMOUTH","MA","NORFOLK"
"02189","EAST WEYMOUTH, MA",,"G",5914,"G",78826,"G",327630,407,"EAST WEYMOUTH","MA","NORFOLK"
"02190","SOUTH WEYMOUTH, MA",,"H",8082,"H",106364,"H",437596,382,"SOUTH WEYMOUTH","MA","NORFOLK"
"02191","NORTH WEYMOUTH, MA",,"G",1190,"H",9696,"H",40595,142,"NORTH WEYMOUTH","MA","NORFOLK"
"02196","BOSTON, MA",,"J",12,"H",269,"H",1400,8,"BOSTON","MA","SUFFOLK"
"02199","BOSTON, MA",,"H",20382,"H",947576,"H",2883801,280,"BOSTON","MA","SUFFOLK"
"02201","BOSTON, MA",,"J",37,"J",440,"J",2312,6,"BOSTON","MA","SUFFOLK"
"02203","BOSTON, MA",,"G",58,"G",808,"G",3241,14,"BOSTON","MA","SUFFOLK"
"02205","BOSTON, MA",,"G",103,"H",966,"J",4664,12,"BOSTON","MA","SUFFOLK"
"02210","BOSTON, MA",,"G",50990,"G",1644223,"G",6734760,1050,"BOSTON","MA","SUFFOLK"
"02215","BOSTON, MA",,"H",52666,"H",839006,"H",3613112,565,"BOSTON","MA","SUFFOLK"
"02222","BOSTON, MA",,"J",24,"G",326,"G",1350,8,"BOSTON","MA","SUFFOLK"
"02238","CAMBRIDGE, MA","G","S",0,"S",0,"S",0,23,"CAMBRIDGE","MA","MIDDLESEX"
"02269","QUINCY, MA",,"H",1360,"G",38744,"H",112503,18,"QUINCY","MA","NORFOLK"
"02283","BOSTON, MA","B","S",0,"S",0,"S",0,4,"BOSTON","MA","SUFFOLK"
"02301","BROCKTON, MA",,"G",25769,"G",276867,"G",1136042,1389,"BROCKTON","MA","PLYMOUTH"
"02302","BROCKTON, MA",,"G",7403,"G",104704,"G",417298,404,"BROCKTON","MA","PLYMOUTH"
"02303","BROCKTON, MA","F","S",0,"S",0,"S",0,14,"BROCKTON","MA","PLYMOUTH"
"02304","BROCKTON, MA","A","S",0,"S",0,"S",0,3,"BROCKTON","MA","PLYMOUTH"
"02305","BROCKTON, MA","B","S",0,"S",0,"S",0,4,"BROCKTON","MA","PLYMOUTH"
"02322","AVON, MA",,"G",4817,"G",64625,"G",282623,229,"AVON","MA","NORFOLK"
"02324","BRIDGEWATER, MA",,"G",5957,"G",54684,"G",254652,527,"BRIDGEWATER","MA","PLYMOUTH"
"02327","BRYANTVILLE, MA",,"H",33,"H",102,"H",565,7,"BRYANTVILLE","MA","PLYMOUTH"
"02330","CARVER, MA",,"G",1591,"G",13939,"G",64192,200,"CARVER","MA","PLYMOUTH"
"02331","DUXBURY, MA",,"G",140,"H",1120,"G",5010,36,"DUXBURY","MA","PLYMOUTH"
"02332","DUXBURY, MA",,"G",2314,"G",21049,"G",94088,323,"DUXBURY","MA","PLYMOUTH"
"02333","EAST BRIDGEWATER, MA",,"G",2198,"G",19094,"G",87025,269,"EAST BRIDGEWATER","MA","PLYMOUTH"
"02334","EASTON, MA",,"G",222,"G",1694,"G",7308,24,"EASTON","MA","BRISTOL"
"02338","HALIFAX, MA",,"H",970,"G",8598,"G",39429,108,"HALIFAX","MA","PLYMOUTH"
"02339","HANOVER, MA",,"G",7981,"G",78557,"G",331685,640,"HANOVER","MA","PLYMOUTH"
"02341","HANSON, MA",,"H",1372,"G",11754,"G",54148,185,"HANSON","MA","PLYMOUTH"
"02343","HOLBROOK, MA",,"G",2583,"G",31798,"G",132435,267,"HOLBROOK","MA","NORFOLK"
"02345","MANOMET, MA",,"H",360,"H",2572,"H",10640,19,"MANOMET","MA","PLYMOUTH"
"02346","MIDDLEBORO, MA",,"G",7394,"G",71215,"G",298759,559,"MIDDLEBORO","MA","PLYMOUTH"
"02347","LAKEVILLE, MA",,"G",3051,"G",39076,"G",189840,305,"LAKEVILLE","MA","PLYMOUTH"
"02351","ABINGTON, MA",,"G",3626,"G",32892,"G",147084,338,"ABINGTON","MA","PLYMOUTH"
"02355","NORTH CARVER, MA",,"H",23,"H",154,"H",693,5,"NORTH CARVER","MA","PLYMOUTH"
"02356","NORTH EASTON, MA",,"G",3010,"G",25183,"G",108987,284,"NORTH EASTON","MA","BRISTOL"
"02357","NORTH EASTON, MA","G","S",0,"S",0,"S",0,5,"NORTH EASTON","MA","BRISTOL"
"02358","NORTH PEMBROKE, MA",,"G",55,"G",419,"G",2386,8,"NORTH PEMBROKE","MA","PLYMOUTH"
"02359","PEMBROKE, MA",,"G",6280,"G",67401,"G",300208,537,"PEMBROKE","MA","PLYMOUTH"
"02360","PLYMOUTH, MA",,"G",24348,"G",261913,"G",1158430,1582,"PLYMOUTH","MA","PLYMOUTH"
"02361","PLYMOUTH, MA",,"G",120,"G",1461,"G",6268,11,"PLYMOUTH","MA","PLYMOUTH"
"02362","PLYMOUTH, MA",,"H",360,"J",4188,"J",17934,16,"PLYMOUTH","MA","PLYMOUTH"
"02364","KINGSTON, MA",,"G",5243,"G",42563,"G",178532,389,"KINGSTON","MA","PLYMOUTH"
"02366","SOUTH CARVER, MA",,"H",65,"J",326,"H",1514,9,"SOUTH CARVER","MA","PLYMOUTH"
"02367","PLYMPTON, MA",,"H",1409,"J",21318,"H",103297,67,"PLYMPTON","MA","PLYMOUTH"
"02368","RANDOLPH, MA",,"G",8475,"G",88276,"G",355372,614,"RANDOLPH","MA","NORFOLK"
"02370","ROCKLAND, MA",,"G",6678,"G",102336,"G",486279,490,"ROCKLAND","MA","PLYMOUTH"
"02375","SOUTH EASTON, MA",,"G",6189,"G",67547,"G",295939,405,"SOUTH EASTON","MA","BRISTOL"
"02379","WEST BRIDGEWATER, MA",,"G",6844,"G",80717,"G",347305,378,"WEST BRIDGEWATER","MA","PLYMOUTH"
"02382","WHITMAN, MA",,"G",2237,"G",17726,"G",81250,239,"WHITMAN","MA","PLYMOUTH"
"02420","LEXINGTON, MA",,"G",5147,"G",58980,"G",256045,513,"LEXINGTON","MA","MIDDLESEX"
"02421","LEXINGTON, MA",,"G",14004,"G",486829,"G",1652904,557,"LEXINGTON","MA","MIDDLESEX"
"02445","BROOKLINE, MA",,"G",4614,"G",51311,"G",216467,478,"BROOKLINE","MA","NORFOLK"
"02446","BROOKLINE, MA",,"G",6919,"G",64485,"G",271842,750,"BROOKLINE","MA","NORFOLK"
"02447","BROOKLINE VILLAGE, MA",,"J",15,"G",108,"G",430,5,"BROOKLINE VILLAGE","MA","NORFOLK"
"02451","WALTHAM, MA",,"G",49729,"G",1487035,"G",5271522,1300,"WALTHAM","MA","MIDDLESEX"
